,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12209,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19874775.0,19874775.0,False,,1,,,,2025-06-05T19:31:00.000Z,102275.46965282505,47632798619.067406,7.1668,-1.02761789,-2.53405949,-3.44434058,7.57503409,28.55537158,15.69964764,2032701947369.226,63.5302,2147784862709.33,,2025-06-05T19:31:00.000Z,,,,,,2025-06-05 12:33:31.240458
1,1027,Ethereum,ETH,ethereum,10330,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120722573.15484652,120722573.15484652,True,,2,,,,2025-06-05T19:32:00.000Z,2540.8210743055056,19213138730.58672,2.9947,-1.61587901,-3.26239402,-3.87497018,42.01378864,57.102871,16.0765574,306734458016.2221,9.5648,306734458016.22,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:33:31.240458
2,825,Tether USDt,USDT,tether,131780,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,153833369631.929,156004039777.66104,True,,3,,,,2025-06-05T19:31:00.000Z,1.000143952724046,74842933575.6171,10.3295,0.00537578,-0.01932725,0.01752767,0.00525932,0.07389747,0.00684817,153855514364.53668,4.8086,156026496984.15,,2025-06-05T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-05 12:33:31.240458
3,52,XRP,XRP,xrp,1623,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58759724027.0,99986084900.0,False,,4,,,,2025-06-05T19:32:00.000Z,2.1347781827638173,2365556701.9651613,12.3766,-1.51930588,-3.75642397,-5.56344488,-0.37349321,6.88433381,-14.36905621,125438976878.06247,3.9115,213477818276.38,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:33:31.240458
4,1839,BNB,BNB,bnb,2564,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887238.88,140887238.88,False,,5,,,,2025-06-05T19:32:00.000Z,644.8411793240334,1767127920.160707,13.1919,-1.30620696,-3.51996349,-4.45624506,7.2296044,16.21386674,7.12967616,90849893271.08601,2.8329,90849893271.09,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:33:31.240458
5,5426,Solana,SOL,solana,933,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,524097780.2005437,602413255.3500243,True,,6,,,,2025-06-05T19:31:00.000Z,146.30676792864958,3923957228.648834,36.2293,-2.33571859,-6.00448974,-12.26437087,0.90864236,35.58127335,-1.1376043,76679052299.72134,2.3965,88137136347.64,,2025-06-05T19:31:00.000Z,,,,,,2025-06-05 12:33:31.240458
6,3408,USDC,USDC,usd-coin,28476,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61365035366.56208,61365035366.56208,False,,7,60901219650.231,60885768737.8197,,2025-06-05T19:31:00.000Z,0.9997462955175604,10299889401.806854,16.6041,-0.00913999,0.0021194,-0.0021163,-0.02495139,-0.01976418,-0.01407734,61349466782.02452,1.9174,61349466782.02,,2025-06-05T19:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-05 12:33:31.240458
7,74,Dogecoin,DOGE,dogecoin,1234,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149563106383.70526,149563106383.70526,True,,8,,,,2025-06-05T19:31:00.000Z,0.1751195300666629,1283944802.736963,62.7842,-2.74460039,-7.86290715,-18.90402723,3.54291102,15.07923017,-15.13731385,26191420905.224773,0.8186,26191420905.22,,2025-06-05T19:31:00.000Z,,,,,,2025-06-05 12:33:31.240458
8,1958,TRON,TRX,tron,1183,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94854795807.78987,94854812957.65843,True,,9,,,,2025-06-05T19:32:00.000Z,0.2717685062700177,536715570.88147306,14.2984,-0.67987707,-0.67002438,-1.37345113,10.71336338,16.39072268,10.5550512,25778546169.23059,0.8038,25778550830.02,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:33:31.240458
9,2010,Cardano,ADA,cardano,1528,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35342129025.24856,44994593606.78086,False,,10,,,,2025-06-05T19:31:00.000Z,0.647003076744185,699216941.5349522,35.4871,-2.30339783,-3.86714792,-10.78802291,-2.5404468,9.76239748,-24.58628181,22866466218.02578,0.7147,29115138453.49,,2025-06-05T19:31:00.000Z,,,,,,2025-06-05 12:33:31.240458
0,1,Bitcoin,BTC,bitcoin,12209,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19874775.0,19874775.0,False,,1,,,,2025-06-05T19:32:00.000Z,102307.2004427451,47754629475.8722,5.5358,-1.0054295,-2.50621991,-3.4693133,7.55526977,28.80978532,15.69696838,2033332589679.4592,63.4047,2148451209297.65,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:34:31.474567
1,1027,Ethereum,ETH,ethereum,10330,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120722573.15484652,120722573.15484652,True,,2,,,,2025-06-05T19:32:00.000Z,2540.8210743055056,19213138730.58672,2.9947,-1.61587901,-3.26239402,-3.87497018,42.01378864,57.102871,16.0765574,306734458016.2221,9.5648,306734458016.22,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:34:31.474567
2,825,Tether USDt,USDT,tether,131780,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,153833369631.929,156004039777.66104,True,,3,,,,2025-06-05T19:32:00.000Z,1.0001825239171522,74947345042.4749,10.4754,0.01005119,-0.01079698,0.03345653,-0.00149235,0.06655019,0.02606959,153861447901.14294,4.7978,156032514246.09,,2025-06-05T19:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-05 12:34:31.474567
3,52,XRP,XRP,xrp,1623,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58759724027.0,99986084900.0,False,,4,,,,2025-06-05T19:33:00.000Z,2.134555405521802,2366044241.9481683,12.3729,-1.53046918,-3.76447215,-5.6761352,-0.43450927,6.8445315,-14.39510598,125425886548.80217,3.9111,213455540552.18,,2025-06-05T19:33:00.000Z,,,,,,2025-06-05 12:34:31.474567
4,1839,BNB,BNB,bnb,2564,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887238.88,140887238.88,False,,5,,,,2025-06-05T19:33:00.000Z,644.7927728118481,1767565797.779266,13.212,-1.30012576,-3.52316007,-4.51368137,7.23618581,16.1513725,7.09917975,90843073411.2404,2.8327,90843073411.24,,2025-06-05T19:33:00.000Z,,,,,,2025-06-05 12:34:31.474567
5,5426,Solana,SOL,solana,933,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,524097780.2005437,602413255.3500243,True,,6,,,,2025-06-05T19:33:00.000Z,146.40089508695618,3931467899.2471786,36.5071,-2.25098743,-5.97079711,-12.39390044,0.93073277,35.63993709,-0.94559017,76728384134.44643,2.3926,88193839795.49,,2025-06-05T19:33:00.000Z,,,,,,2025-06-05 12:34:31.474567
6,3408,USDC,USDC,usd-coin,28476,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61365035366.56208,61365035366.56208,False,,7,60901219650.231,60890826806.947105,,2025-06-05T19:32:00.000Z,0.9998293491765258,10261800580.079344,16.2112,0.00134988,0.01675113,0.01738844,-0.02960891,-0.0174524,-0.02106505,61354563372.744255,1.9132,61354563372.74,,2025-06-05T19:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-05 12:34:31.474567
7,74,Dogecoin,DOGE,dogecoin,1234,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149563106383.70526,149563106383.70526,True,,8,,,,2025-06-05T19:32:00.000Z,0.1751233059987725,1286158353.3393967,63.1051,-2.74623608,-7.86466267,-18.90614024,3.53763235,15.17776442,-15.12914265,26191985645.36058,0.8167,26191985645.36,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:34:31.474567
8,1958,TRON,TRX,tron,1183,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94854795807.78987,94854812957.65843,True,,9,,,,2025-06-05T19:33:00.000Z,0.2717520216329235,536771709.8861917,14.2992,-0.68005714,-0.67399375,-1.37335,10.70352289,16.33418505,10.50707501,25776982522.345055,0.8038,25776987182.86,,2025-06-05T19:33:00.000Z,,,,,,2025-06-05 12:34:31.474567
9,2010,Cardano,ADA,cardano,1528,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35342129025.24856,44994593606.78086,False,,10,,,,2025-06-05T19:32:00.000Z,0.6468936186893844,699406109.8518971,35.5428,-2.32664347,-3.88807099,-10.81040571,-2.5727135,9.84947723,-24.60477419,22862597737.330166,0.7129,29110212841.02,,2025-06-05T19:32:00.000Z,,,,,,2025-06-05 12:34:31.474567
0,1,Bitcoin,BTC,bitcoin,12209,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19874806.0,19874806.0,False,,1,,,,2025-06-05T21:06:00.000Z,100908.62384042128,52927263867.73037,18.432,-1.1438575,-3.55240802,-5.01175071,6.46772895,27.7610478,17.25466677,2005539322555.348,63.8811,2119081100648.85,,2025-06-05T21:06:00.000Z,,,,,,2025-06-05 14:08:22.650512
1,1027,Ethereum,ETH,ethereum,10330,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120722573.15484652,120722573.15484652,True,,2,,,,2025-06-05T21:07:00.000Z,2418.420803364378,22772390538.61934,22.5478,-4.50021519,-7.07470471,-8.54950457,35.98084264,52.63393482,13.62976271,291957982353.3588,9.2663,291957982353.36,,2025-06-05T21:07:00.000Z,,,,,,2025-06-05 14:08:22.650512
2,825,Tether USDt,USDT,tether,131784,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,153833369631.929,156004039777.66104,True,,3,,,,2025-06-05T21:06:00.000Z,1.0001482840013294,82853876957.92418,22.6646,-0.00382175,-0.03613634,0.01392294,0.01162398,0.09064939,0.0371927,153856180659.516,4.9007,156027172680.9,,2025-06-05T21:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-05 14:08:22.650512
3,52,XRP,XRP,xrp,1623,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58759724027.0,99986084900.0,False,,4,,,,2025-06-05T21:07:00.000Z,2.0788987858632697,2920225862.1225576,40.7066,-2.36999635,-5.51206231,-8.46061223,-2.43366661,5.63567126,-14.41632193,122155518937.3911,3.877,207889878586.33,,2025-06-05T21:07:00.000Z,,,,,,2025-06-05 14:08:22.650512
4,1839,BNB,BNB,bnb,2564,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887233.07999998,140887233.07999998,False,,5,,,,2025-06-05T21:07:00.000Z,630.3396973173662,1899800604.8816452,22.4189,-2.02026027,-4.98248277,-7.04463669,5.12654197,13.97311375,6.12080261,88806815855.52841,2.8186,88806815855.53,,2025-06-05T21:07:00.000Z,,,,,,2025-06-05 14:08:22.650512
5,5426,Solana,SOL,solana,933,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,524097636.7071099,602413194.9171567,True,,6,,,,2025-06-05T21:06:00.000Z,142.75710937460363,4481668951.489186,61.8526,-2.41351445,-7.55415219,-14.64866227,-1.17380286,33.54372703,-0.34625982,74818663646.36816,2.3831,85998766355.49,,2025-06-05T21:06:00.000Z,,,,,,2025-06-05 14:08:22.650512
6,3408,USDC,USDC,usd-coin,28476,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61308559387.50752,61308559387.50752,False,,7,60901219650.231,60891694174.5826,,2025-06-05T21:06:00.000Z,0.9998435913812054,11534194745.603767,34.9454,0.00742148,0.00959456,0.00436168,-0.0177917,0.00185509,-0.01796569,61298970200.41344,1.9525,61298970200.41,,2025-06-05T21:06:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-05 14:08:22.650512
7,74,Dogecoin,DOGE,dogecoin,1234,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149563866383.70514,149563866383.70514,True,,8,,,,2025-06-05T21:06:00.000Z,0.17052503382306444,1533672322.9081752,94.7857,-2.02727428,-9.41525835,-21.64267951,1.02231769,13.39042609,-15.81350681,25504383373.789608,0.8124,25504383373.79,,2025-06-05T21:06:00.000Z,,,,,,2025-06-05 14:08:22.650512
8,1958,TRON,TRX,tron,1183,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94854696603.16074,94854675189.39424,True,,9,,,,2025-06-05T21:07:00.000Z,0.26679274930960273,612235530.349833,29.5604,-1.9068214,-2.52975027,-3.18773047,9.09772473,15.55436406,9.22173693,25306545291.685486,0.8032,25306539578.65,,2025-06-05T21:07:00.000Z,,,,,,2025-06-05 14:08:22.650512
9,2010,Cardano,ADA,cardano,1528,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35342129025.24856,44994593606.78086,False,,10,,,,2025-06-05T21:06:00.000Z,0.624661673002271,793606424.0053718,52.5647,-2.69096205,-6.2813234,-14.37279063,-5.92927187,8.01248426,-24.78387858,22076873444.373886,0.7032,28109775285.1,,2025-06-05T21:06:00.000Z,,,,,,2025-06-05 14:08:22.650512
